# Метеостанция Тырныауз, Россия, WMO_ID=37206, выборка с 20.11.2013 по 31.12.2021, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=37206&lang=ru
#
"Местное время в Тырныаузе";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.06.2014 18:00";"13.7";"656.1";"";"0.8";"84";"Ветер, дующий с северо-северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"0.3";"12";"";"";"";"";
"28.06.2014 15:00";"14.0";"655.3";"";"-0.5";"84";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"28.06.2014 12:00";"14.9";"655.8";"";"-0.3";"83";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"28.06.2014 09:00";"14.1";"656.1";"";"0.5";"84";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"12.3";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"28.06.2014 06:00";"13.4";"655.6";"";"0.2";"54";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"12.4";"";"";"";"";"";"";"";"4.1";"0.3";"12";"";"";"";"";
"28.06.2014 03:00";"13.4";"655.4";"";"-0.3";"49";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
"28.06.2014 00:00";"14.4";"655.7";"";"0.2";"49";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"27.06.2014 21:00";"15.0";"655.5";"";"1.7";"76";"Ветер, дующий с юго-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"27.06.2014 18:00";"22.3";"653.8";"";"1.5";"40";"Ветер, дующий с юга";"2";"";"19";"";" ";"";"";"";"26.3";"";"";"";"";"";"";"8.1";"Осадков нет";"12";"";"";"";"";
"27.06.2014 15:00";"26.0";"652.3";"";"0.6";"22";"Ветер, дующий с юга";"10";"19";"20";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"27.06.2014 12:00";"25.3";"651.7";"";"-0.4";"25";"Ветер, дующий с юго-юго-востока";"9";"17";"20";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"27.06.2014 09:00";"21.1";"652.1";"";"-0.8";"47";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"27.06.2014 06:00";"10.3";"652.9";"";"-0.1";"92";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"9.9";"";"";"";"";"";"";"";"9.0";"Осадков нет";"12";"";"";"";"";
"27.06.2014 03:00";"13.3";"653.0";"";"-0.2";"81";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"27.06.2014 00:00";"14.6";"653.2";"";"0.6";"81";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"26.06.2014 21:00";"16.1";"652.6";"";"1.2";"81";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"26.06.2014 18:00";"20.1";"651.4";"";"0.2";"64";"Ветер, дующий с северо-северо-востока";"2";"";"11";"";" ";"";"";"";"24.6";"";"";"";"";"";"";"13.0";"0.3";"12";"";"";"";"";
"26.06.2014 15:00";"22.9";"651.2";"";"0.3";"55";"Ветер, дующий с севера";"5";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"26.06.2014 12:00";"24.0";"650.9";"";"-0.6";"47";"Ветер, дующий с северо-северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"26.06.2014 09:00";"20.3";"651.5";"";"-0.9";"41";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"26.06.2014 06:00";"11.9";"652.4";"";"0.0";"66";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"10.5";"";"";"";"";"";"";"";"5.7";"Осадков нет";"12";"";"";"";"";
"26.06.2014 03:00";"11.7";"652.4";"";"-0.6";"73";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"26.06.2014 00:00";"12.6";"653.0";"";"0.4";"79";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"25.06.2014 21:00";"16.0";"652.6";"";"0.6";"66";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"25.06.2014 18:00";"19.7";"652.0";"";"0.4";"62";"Ветер, дующий с северо-северо-востока";"3";"";"";"";" ";"";"";"";"23.4";"";"";"";"";"";"";"12.2";"Осадков нет";"12";"";"";"";"";
"25.06.2014 15:00";"23.2";"651.6";"";"-0.3";"48";"Ветер, дующий с севера";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"25.06.2014 12:00";"22.4";"651.9";"";"-0.5";"48";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"25.06.2014 09:00";"18.1";"652.4";"";"-0.9";"61";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"25.06.2014 06:00";"10.9";"653.3";"";"-0.5";"86";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"9.4";"";"";"";"";"";"";"";"8.7";"Осадков нет";"12";"";"";"";"";
"25.06.2014 03:00";"11.0";"653.8";"";"-1.3";"94";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"25.06.2014 00:00";"13.7";"655.1";"";"-0.7";"85";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"24.06.2014 21:00";"14.2";"655.8";"";"0.5";"82";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"24.06.2014 18:00";"15.3";"655.3";"";"0.3";"75";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"18.8";"";"";"";"";"";"";"10.8";"Осадков нет";"12";"";"";"";"";
"24.06.2014 15:00";"17.0";"655.0";"";"-0.4";"66";"Ветер, дующий с севера";"4";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"24.06.2014 12:00";"16.0";"655.4";"";"-0.2";"71";"Ветер, дующий с северо-северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"24.06.2014 09:00";"15.4";"655.6";"";"-0.4";"77";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"24.06.2014 06:00";"12.5";"656.0";"";"-0.1";"91";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"12.0";"";"";"";"";"";"";"";"11.1";"Осадков нет";"12";"";"";"";"";
"24.06.2014 03:00";"12.6";"656.1";"";"";"90";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"24.06.2014 00:00";"13.5";"656.3";"";"-0.1";"82";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"23.06.2014 21:00";"13.2";"656.4";"";"0.7";"86";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"23.06.2014 18:00";"16.3";"655.7";"";"0.5";"68";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";" ";"";"";"";"20.1";"";"";"";"";"";"";"10.4";"0.3";"12";"";"";"";"";
"23.06.2014 15:00";"18.0";"655.2";"";"0.1";"64";"Ветер, дующий с севера";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"23.06.2014 12:00";"18.4";"655.1";"";"-0.8";"61";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"23.06.2014 09:00";"14.5";"655.9";"";"0.0";"78";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"23.06.2014 06:00";"12.1";"655.9";"";"0.3";"90";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"11.6";"";"";"";"";"";"";"";"10.5";"Осадков нет";"12";"";"";"";"";
"23.06.2014 03:00";"11.9";"655.6";"";"-0.3";"93";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"23.06.2014 00:00";"12.6";"655.9";"";"0.6";"88";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"22.06.2014 21:00";"13.2";"655.3";"";"0.9";"84";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"22.06.2014 18:00";"16.1";"654.4";"";"0.4";"73";"Ветер, дующий с северо-северо-востока";"2";"";"";"";" ";"";"";"";"16.3";"";"";"";"";"";"";"11.2";"Осадков нет";"12";"";"";"";"";
"22.06.2014 15:00";"15.2";"654.0";"";"0.5";"79";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"22.06.2014 12:00";"14.4";"653.5";"";"0.0";"83";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"22.06.2014 09:00";"12.5";"653.5";"";"0.8";"92";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"12.2";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"22.06.2014 06:00";"13.3";"652.7";"";"0.6";"97";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"13.4";"";"";"";"";"";"";"";"12.8";"6.0";"12";"";"";"";"";
"22.06.2014 03:00";"14.1";"652.1";"";"0.8";"95";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"22.06.2014 00:00";"15.4";"651.3";"";"0.2";"96";"Ветер, дующий с северо-северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"21.06.2014 21:00";"15.7";"651.1";"";"1.3";"93";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"21.06.2014 18:00";"19.9";"649.8";"";"1.1";"59";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"22.6";"";"";"";"";"";"";"11.5";"Осадков нет";"12";"";"";"";"";
"21.06.2014 15:00";"22.0";"648.7";"";"0.9";"59";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"21.06.2014 12:00";"20.7";"647.8";"";"0.8";"59";"Ветер, дующий с севера";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"21.06.2014 09:00";"20.0";"647.0";"";"0.8";"63";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"21.06.2014 06:00";"13.5";"646.2";"";"0.6";"84";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"12.9";"";"";"";"";"";"";"";"10.8";"Осадков нет";"12";"";"";"";"";
"21.06.2014 03:00";"14.5";"645.6";"";"-1.3";"87";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"21.06.2014 00:00";"15.3";"646.9";"";"-1.0";"83";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"20.06.2014 21:00";"17.5";"647.9";"";"0.1";"82";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"20.06.2014 18:00";"20.0";"647.8";"";"-0.2";"71";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"20.06.2014 15:00";"23.2";"648.0";"";"-0.5";"57";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"20.06.2014 12:00";"22.8";"648.5";"";"";"58";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"12.06.2014 15:00";"18.2";"645.1";"";"-0.5";"59";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"12.06.2014 12:00";"16.7";"645.6";"";"-0.5";"58";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"12.06.2014 09:00";"15.3";"646.1";"";"-0.2";"63";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"12.06.2014 06:00";"10.9";"646.3";"";"-1.1";"72";"Ветер, дующий с юго-юго-востока";"3";"";"13";"";" ";"";"";"9.0";"";"";"";"";"";"";"";"6.1";"1.0";"12";"";"";"";"";
"12.06.2014 03:00";"10.7";"647.4";"";"-1.2";"95";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"12.06.2014 00:00";"9.9";"648.6";"";"-0.8";"95";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"11.06.2014 21:00";"12.2";"649.4";"";"0.6";"84";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"11.06.2014 18:00";"15.3";"648.8";"";"1.0";"72";"Ветер, дующий с севера";"3";"";"11";"";" ";"";"";"";"21.5";"";"";"";"";"";"";"10.2";"Осадков нет";"12";"";"";"";"";
"11.06.2014 15:00";"19.3";"647.8";"";"-0.4";"63";"Ветер, дующий с севера";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"11.06.2014 12:00";"20.7";"648.2";"";"-1.7";"53";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"11.06.2014 09:00";"16.9";"649.9";"";"-1.1";"57";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"11.06.2014 06:00";"7.6";"651.0";"";"0.0";"91";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"7.5";"";"";"";"";"";"";"";"6.2";"Осадков нет";"12";"";"";"";"";
"11.06.2014 03:00";"8.4";"651.0";"";"-1.3";"93";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"11.06.2014 00:00";"11.6";"652.3";"";"-0.7";"83";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"10.06.2014 21:00";"13.5";"653.0";"";"0.5";"88";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"10.06.2014 18:00";"15.9";"652.5";"";"0.8";"77";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"10.06.2014 15:00";"19.2";"651.7";"";"-0.8";"54";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"10.06.2014 12:00";"18.4";"652.5";"";"-0.1";"4";"Ветер, дующий с северо-северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-24.5";"";"";"";"";"";"";
"10.06.2014 09:00";"15.1";"652.6";"";"";"73";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"10.06.2014 06:00";"11.6";"653.2";"";"";"85";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"11.1";"";"";"";"";"";"";"";"9.2";"2.0";"12";"";"";"";"";
"10.06.2014 03:00";"11.4";"653.3";"";"";"92";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"10.06.2014 00:00";"11.2";"653.1";"";"";"89";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"09.06.2014 21:00";"13.6";"653.6";"";"";"90";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"09.06.2014 18:00";"16.9";"653.0";"";"";"74";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"21.6";"";"";"";"";"";"";"12.2";"3.0";"12";"";"";"";"";
"09.06.2014 15:00";"16.1";"653.1";"";"";"83";"Ветер, дующий с северо-северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"09.06.2014 12:00";"20.4";"652.4";"";"";"61";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"09.06.2014 09:00";"16.1";"652.6";"";"";"61";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"05.06.2014 09:00";"17.9";"651.4";"";"-0.9";"54";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"05.06.2014 06:00";"7.8";"652.3";"";"-0.5";"90";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"7.4";"";"";"";"";"";"";"";"6.2";"1.0";"12";"";"";"";"";
"05.06.2014 03:00";"9.0";"652.8";"";"-0.9";"94";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"05.06.2014 00:00";"12.0";"653.7";"";"-1.1";"97";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"04.06.2014 21:00";"12.6";"654.8";"";"0.3";"97";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"04.06.2014 18:00";"15.2";"654.5";"";"0.2";"78";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"17.9";"";"";"";"";"";"";"11.4";"Осадков нет";"12";"";"";"";"";
"04.06.2014 15:00";"16.3";"654.3";"";"-0.1";"72";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"04.06.2014 12:00";"16.8";"654.4";"";"-0.5";"65";"Ветер, дующий с севера";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"04.06.2014 09:00";"13.9";"654.9";"";"0.0";"70";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"04.06.2014 06:00";"8.2";"654.9";"";"1.0";"89";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"7.7";"";"";"";"";"";"";"";"6.4";"0.3";"12";"";"";"";"";
"04.06.2014 03:00";"9.2";"653.9";"";"0.1";"88";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"04.06.2014 00:00";"9.5";"653.8";"";"0.3";"97";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"03.06.2014 21:00";"11.1";"653.5";"";"1.4";"93";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"03.06.2014 18:00";"12.4";"652.1";"";"1.5";"89";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"17.0";"";"";"";"";"";"";"10.6";"2.0";"12";"";"";"";"";
"03.06.2014 15:00";"15.7";"650.6";"";"0.1";"76";"Ветер, дующий с северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"03.06.2014 12:00";"13.6";"650.5";"";"0.8";"80";"Ветер, дующий с юго-юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"03.06.2014 09:00";"14.2";"649.7";"";"0.3";"77";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"03.06.2014 06:00";"12.0";"649.4";"";"-0.1";"75";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"9.9";"";"";"";"";"";"";"";"7.7";"0.3";"12";"";"";"";"";
"03.06.2014 03:00";"12.5";"649.5";"";"-0.2";"73";"Ветер, дующий с юго-юго-востока";"5";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"03.06.2014 00:00";"14.6";"649.7";"";"-0.8";"76";"Ветер, дующий с юго-запада";"2";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"02.06.2014 21:00";"14.9";"650.5";"";"-0.3";"83";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"02.06.2014 18:00";"15.4";"650.8";"";"0.0";"83";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"20.7";"";"";"";"";"";"";"12.5";"0.5";"12";"";"";"";"";
"02.06.2014 15:00";"16.3";"650.8";"";"0.6";"83";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"02.06.2014 12:00";"20.6";"650.2";"";"-0.3";"65";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"02.06.2014 09:00";"16.5";"650.5";"";"1.0";"61";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"02.06.2014 06:00";"10.1";"649.5";"";"0.5";"83";"Ветер, дующий с северо-востока";"1";"";"16";"";" ";"";"";"10.0";"";"";"";"";"";"";"";"7.4";"Осадков нет";"12";"";"";"";"";
"02.06.2014 03:00";"16.6";"649.0";"";"-0.8";"47";"Ветер, дующий с юга";"5";"10";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"02.06.2014 00:00";"16.9";"649.8";"";"-1.2";"50";"Ветер, дующий с юга";"5";"10";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"01.06.2014 21:00";"13.8";"651.0";"";"0.5";"72";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"01.06.2014 18:00";"17.1";"650.5";"";"1.0";"64";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"24.1";"";"";"";"";"";"";"10.2";"0.3";"12";"";"";"";"";
"01.06.2014 15:00";"21.9";"649.5";"";"0.0";"61";"Ветер, дующий с северо-северо-востока";"2";"";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"01.06.2014 12:00";"22.0";"649.5";"";"-0.4";"54";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"01.06.2014 09:00";"20.1";"649.9";"";"-1.1";"54";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"01.06.2014 06:00";"13.7";"651.0";"";"0.3";"73";"Ветер, дующий с юга";"5";"";"18";"";" ";"";"";"13.3";"";"";"";"";"";"";"";"9.0";"0.3";"12";"";"";"";"";
"01.06.2014 03:00";"16.9";"650.7";"";"-0.1";"57";"Ветер, дующий с юга";"7";"18";"19";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"01.06.2014 00:00";"13.5";"650.8";"";"-0.4";"94";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"31.05.2014 21:00";"16.4";"651.2";"";"0.4";"88";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"31.05.2014 18:00";"17.5";"650.8";"";"0.3";"85";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"22.5";"";"";"";"";"";"";"14.9";"Осадков нет";"12";"";"";"";"";
"31.05.2014 15:00";"19.5";"650.5";"";"0.3";"77";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"31.05.2014 12:00";"22.2";"650.2";"";"-0.3";"61";"Ветер, дующий с севера";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"31.05.2014 09:00";"19.2";"650.5";"";"-0.6";"58";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"31.05.2014 06:00";"11.5";"651.1";"";"-0.4";"89";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"10.6";"";"";"";"";"";"";"";"9.7";"Осадков нет";"12";"";"";"";"";
"31.05.2014 03:00";"12.1";"651.5";"";"-0.5";"91";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"31.05.2014 00:00";"14.7";"652.0";"";"-0.5";"83";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
